기업이름,고용형태,연봉,기업주소,키워드,기업형태,사원수,매출액
대한상공회의소 경기인력개발원,경력무관 · 계약직,회사내규에 따름,경기 파주시 와석순환로172번길 16 경기인력개발원,로봇제어,학교/교육기관업종전문·기능학원설립일,-,-
대한상공회의소 경기인력개발원,신입 · 경력 · 계약직,회사내규에 따름,경기 파주시 와석순환로172번길 16 경기인력개발원,로봇제어,학교/교육기관업종전문·기능학원설립일,-,-
코딩을디자인하다학원,경력무관 · 정규직 외,면접 후 결정,제주 서귀포시 대정읍 글로벌에듀로 390,로봇제어,-,-,-
(주)로봇밸리,경력(년수무관) · 정규직,면접 후 결정,"경기 성남시 분당구 판교로 697, A동 701호 (야탑동,분당테크노파크)",로봇제어,"중소기업, 주식회사, 외부감사법인, 연구..업종그 외 기타 전자부품 제조업",83,-
(주)화인코왁,경력무관 · 정규직,면접 후 결정,경기 화성시 마도면 청원산단2길 58,로봇제어,"중소기업, 스타트업, 수출입 기업업종그 외 기타 특수목적용 기계 제조업",22,"77억 7,661만"
(주)화인코왁,경력무관 · 정규직,면접 후 결정,경기 화성시 마도면 청원산단2길 58,로봇제어,"중소기업, 스타트업, 수출입 기업업종그 외 기타 특수목적용 기계 제조업",22,"77억 7,661만"
로보콘(주),경력 1년↑ · 정규직,면접 후 결정,-,로봇제어,"중소기업, 외부감사법인, 주식회사, 수출..홈페이지",-,-
(주)유엔디,경력(년수무관) · 정규직,면접 후 결정,대구 수성구 알파시티1로31길 31,로봇제어,"중소기업, 주식회사업종산업용 로봇 제조업",20,-
(주)아이옵스,신입 · 정규직,면접 후 결정,"대전 유성구 과학로 169-84, 205호",로봇제어,중소기업업종응용 소프트웨어 개발 및 공급업,100,"51억 2,369만"
가율 국제특허법률사무소,경력무관 · 정규직 외,면접 후 결정,"부산 연제구 중앙대로 1243, 601호",로봇제어,중소기업업종변리사업설립일*,-,-
하이젠알앤엠(주),2 ~ 15년 · 정규직,면접 후 결정,경남 창원시 성산구 공단로473번길 57,로봇제어,"중소기업, 스타트업업종전동기 및 발전기 제조업",215,"879억 5,716만"
(주)해신,경력무관 · 정규직,면접 후 결정,전남 고흥군 도양읍 도양해안로 442,로봇제어,"중소기업, 주식회사, 연구소, 수출입 기업업종기타 수산동물 가공 및 저장 처리업",9,-
(주)시그봇,경력무관 · 정규직,면접 후 결정,"경기 군포시 당정로 90, 가동 401-1호,401-2호,401-3호 (당정동,신라테크노빌)",로봇제어,"중소기업, 주식회사, 수출입 기업업종기타 반도체소자 제조업",31,79억
한국데이터통신,신입 · 경력 · 정규직,면접 후 결정,"서울 금천구 한내로 56, 2층",로봇제어,"중소기업, 주식회사, 수출입 기업업종전기ㆍ전자공학 연구개발업",15,20억 87만
(주)시그봇,경력무관 · 정규직,면접 후 결정,"경기 군포시 당정로 90, 가동 401-1호,401-2호,401-3호 (당정동,신라테크노빌)",로봇제어,"중소기업, 주식회사, 수출입 기업업종기타 반도체소자 제조업",31,79억
(주)오리온테크놀리지,신입 · 경력 · 정규직,면접 후 결정,경북 김천시 아포읍 아포공단길 147,로봇제어,"중소기업, 스타트업, 외부감사법인, 주식..업종선박 구성 부분품 제조업",99,-
(주)로브로스,신입 · 경력 · 정규직 외,"연봉 5,000 만원 (주 40시간)근무형태상세보기상세근무 시간 주 40시간 기준 최저임금은 24,728,880원 입니다. (단, 이는 연장,야간,휴일 수당이 제외된 금액일 수 있습니다.)최저임금 설명 닫기","서울 성동구 연무장5가길 25, 1303호",로봇제어,"중소기업, 주식회사업종산업용 로봇 제조업",9,"2억 4,000만"
(주)아이로,1 ~ 4년 · 정규직,면접 후 결정,"경기 광명시 덕안로104번길 17, 310호,311호,312호,313호",로봇제어,"중소기업, 외국인 투자기업, 연구소, 주..업종산업용 로봇 제조업",17,"8억 7,810만"
(주)브릴스,경력 3년↑ · 정규직,면접 후 결정,인천 중구 축항대로296번길 56-22,로봇제어,"중소기업, 주식회사, 수출입 기업업종배전반 및 전기 자동제어반 제조업",42,-
(주)알지에이아이엔씨,경력 3년↑ · 정규직,"연봉 10,000 만원 (주 40시간)근무형태상세보기상세근무 시간 주 40시간 기준 최저임금은 24,728,880원 입니다. (단, 이는 연장,야간,휴일 수당이 제외된 금액일 수 있습니다.)최저임금 설명 닫기","서울 서초구 서초대로 396, 7층 705호",로봇제어,"중소기업, 연구소업종전기ㆍ전자공학 연구개발업",3,-
(주)제일기계,경력 3년↑ · 정규직,"연봉 4,500 만원 (주 40시간)근무형태상세보기상세근무 시간 주 40시간 기준 최저임금은 24,728,880원 입니다. (단, 이는 연장,야간,휴일 수당이 제외된 금액일 수 있습니다.)최저임금 설명 닫기",경북 경주시 외동읍 모화산단길 136,로봇제어,"중소기업, 스타트업, 유한회사, 병역특례..업종그 외 기타 일반목적용 기계 제조업",42,"194억 4,715만"
(주)언맨드솔루션,경력무관 · 정규직,면접 후 결정,"서울 마포구 성암로 330, 4층 423호,424호,425호 (상암동,디엠씨첨단산업센터)",로봇제어,중소기업업종응용 소프트웨어 개발 및 공급업,35,-
(주)유엔디,신입 · 경력 · 정규직,면접 후 결정,대구 수성구 알파시티1로31길 31,로봇제어,"중소기업, 주식회사업종산업용 로봇 제조업",20,-
(주)넥서스비,경력무관 · 정규직,면접 후 결정,"전북 전주시 완산구 천잠로 303, 121호 (효자동2가,전주대학교 문화기술)",로봇제어,중소기업업종그 외 기타 전자부품 제조업,24,-
(주)엘엠엔틱바이오텍,경력 2년↑ · 정규직,면접 후 결정,"대구 달성군 현풍읍 테크노중앙대로 333, 507호 대구경북과학기술원",로봇제어,"중소기업, 주식회사업종자연과학 및 공학 융합 연구개발업",7,-
(주)이노토피아,신입 · 경력 · 정규직,"연봉 5,000 만원 (주 40시간)근무형태상세보기상세근무 시간 주 40시간 기준 최저임금은 24,728,880원 입니다. (단, 이는 연장,야간,휴일 수당이 제외된 금액일 수 있습니다.)최저임금 설명 닫기",경기 김포시 양촌읍 황금산단2로 78,로봇제어,"중소기업, 주식회사업종산업처리공정 제어장비 제조업",9,-
(주)피치랩,경력 2년↑ · 정규직,면접 후 결정,"경기 성남시 수정구 고등로 3, A동 808호",로봇제어,"중소기업, 주식회사업종산업용 로봇 제조업",6,-
에스엔텔(주),경력무관 · 정규직 외,면접 후 결정,"경북 포항시 남구 청암로 87, 7층 704호 (지곡동,체인지업 그라운드)",로봇제어,"중소기업, 주식회사업종의료용품 및 기타 의약 관련제품 제조업",3,-
"Control Techniques, a NIDEC company",신입 · 경력 · 정규직,면접 후 결정,"서울 송파구 법원로11길 7, 문정현대지식산업센터 313,314호(문정동)",로봇제어,"외국 법인기업, 주식회사, 수출입 기업업종전기·전자·제어설립일",-,-
(주)큐오티,1 ~ 9년 · 정규직,"연봉 6,000 만원 (주 40시간)근무형태상세보기상세근무 시간 주 40시간 기준 최저임금은 24,728,880원 입니다. (단, 이는 연장,야간,휴일 수당이 제외된 금액일 수 있습니다.)최저임금 설명 닫기","부산 해운대구 센텀중앙로 97, A동 38층 3804호 (재송동,센텀스카이비즈)",로봇제어,중소기업업종그 외 기타 전자부품 제조업,7,-
어드밴텍케이알(주),신입 · 경력 · 정규직,면접 후 결정,"서울 강서구 강서로 463, 4층 (마곡동,새싹타워)",로봇제어,"중견기업, 외국인 투자기업, 병역특례 인..업종컴퓨터 및 주변장치, 소프트웨어 도매업",116,-
(주)일렉트릭스,경력 2년↑ · 정규직,면접 후 결정,부산 강서구 경전철로24번길 43-3,로봇제어,"중소기업, 외부감사법인, 주식회사업종전기용 기계ㆍ장비 및 관련 기자재 도매업",36,-
(주)나비프라,신입 · 경력 · 정규직 외,면접 후 결정,"서울 서초구 서초대로73길 7, 3층",로봇제어,"중소기업, 주식회사업종응용 소프트웨어 개발 및 공급업",36,-
THE SYSTEM,경력 3년↑ · 정규직,"연봉 4,000 만원 (주 40시간)근무형태상세보기상세근무 시간 주 40시간 기준 최저임금은 24,728,880원 입니다. (단, 이는 연장,야간,휴일 수당이 제외된 금액일 수 있습니다.)최저임금 설명 닫기",부산 강서구 유통단지1로57번길 34,로봇제어,중소기업업종배전반 및 전기 자동제어반 제조업홈페이지,-,-
우림이엔지(주),경력 3년↑ · 정규직,면접 후 결정,경북 칠곡군 왜관읍 강변대로 677-15,로봇제어,중소기업업종그 외 기타 특수목적용 기계 제조업,16,118억 700만
파워오토메이션(주),경력무관 · 정규직,면접 후 결정,"충남 천안시 서북구 백석공단1로 10, M동 2층 209호",로봇제어,"중소기업, 외부감사법인, 주식회사, 수출..",37,69억 688만
(주)마젠타로보틱스,경력무관 · 정규직,면접 후 결정,"대전 유성구 가정로 218, 7층 705,706호 (가정동,융합기술연구생산센터)",로봇제어,"중소기업, 주식회사, 병역특례 인증업체업종응용 소프트웨어 개발 및 공급업",15,11억 472만
코오롱인더스트리(주),신입 · 경력 · 계약직,면접 후 결정,서울 강서구 마곡동로 110,로봇제어,"코스피, 대기업, 1000대기업, 협동조합, ..업종합성섬유 제조업",629,-
휴머레인컨설팅,경력 3년↑ · 정규직,면접 후 결정,서울 서초구 서초동 1330-3 엔데버빌딩 13층,로봇제어,-,-,-
휴머레인컨설팅,경력 3년↑ · 정규직,면접 후 결정,서울 서초구 서초동 1330-3 엔데버빌딩 13층,로봇제어,-,-,-
(주)바른인사컨설팅,경력무관 · 파견직,면접 후 결정,"서울 구로구 디지털로33길 11, 209호",로봇제어,"중소기업, 주식회사업종상용 인력 공급 및 인사관리 서비스업",700,300억
굿커리어,4 ~ 16년 · 정규직,면접 후 결정,서울 강남구 봉은사로 121,로봇제어,중소기업업종경영 컨설팅업홈페이지,-,-
(주)투비파트너즈,경력 3년↑ · 정규직,면접 후 결정,"서울 서초구 효령로 97, 2층",로봇제어,"중소기업, 주식회사업종고용 알선업설립일",-,-
(주)스카우트플랜,신입 · 경력 · 위촉직 외,면접 후 결정,서울 강남구 논현로 340 정도빌딩 5층,로봇제어,주식회사업종연구소·컨설팅·조사설립일,-,-
(주)에이치알그룹,10 ~ 18년 · 정규직,"연봉 9,000 만원 (주 50시간)근무형태상세보기상세근무 시간 주 50시간 기준 최저임금은 29,816,640원 입니다. (단, 이는 연장,야간,휴일 수당이 제외된 금액일 수 있습니다.)최저임금 설명 닫기","서울 서초구 강남대로 291, 11층",로봇제어,"중소기업, 외국 법인기업, 주식회사, 외..업종고용 알선업설립일*",-,"22억 6,230만"
굿커리어,경력무관 · 정규직,면접 후 결정,서울 강남구 봉은사로 121,로봇제어,중소기업업종경영 컨설팅업홈페이지,-,-
굿커리어,7 ~ 15년 · 정규직,면접 후 결정,서울 강남구 봉은사로 121,로봇제어,중소기업업종경영 컨설팅업홈페이지,-,-
에이치알포유(주),3 ~ 10년 · 정규직,면접 후 결정,경기 광주시 곤지암읍 경충대로 732-37,로봇제어,"중소기업, 스타트업, 외부감사법인, 연구..업종반도체 제조용 기계 제조업",200,"1,795억 6,269만"
(주)피플렙,3 ~ 20년 · 정규직,면접 후 결정,경기 광주시 곤지암읍 경충대로 732-37,로봇제어,"중소기업, 스타트업, 외부감사법인, 연구..업종반도체 제조용 기계 제조업",200,"1,795억 6,269만"
에이치알포유(주),10 ~ 15년 · 정규직,면접 후 결정,경기 광주시 곤지암읍 경충대로 732-37,로봇제어,"중소기업, 스타트업, 외부감사법인, 연구..업종반도체 제조용 기계 제조업",200,"1,795억 6,269만"
에이치알포유(주),5 ~ 10년 · 정규직,면접 후 결정,경기 광주시 곤지암읍 경충대로 732-37,로봇제어,"중소기업, 스타트업, 외부감사법인, 연구..업종반도체 제조용 기계 제조업",200,"1,795억 6,269만"
(주)피플렙,4 ~ 11년 · 정규직,면접 후 결정,경기 광주시 곤지암읍 경충대로 732-37,로봇제어,"중소기업, 스타트업, 외부감사법인, 연구..업종반도체 제조용 기계 제조업",200,"1,795억 6,269만"
닥터파인드,7 ~ 17년 · 정규직,면접 후 결정,"서울 송파구 올림픽로 336, 1802호",로봇제어,중소기업업종고용 알선업홈페이지,-,-
닥터파인드,경력 7년↑ · 정규직,면접 후 결정,"서울 송파구 올림픽로 336, 1802호",로봇제어,중소기업업종고용 알선업홈페이지,-,-
(주)모건앤뱅스컨설팅,신입 · 경력 · 정규직,면접 후 결정,"서울 강남구 영동대로 511, 30층 3022호",로봇제어,"중소기업, 주식회사설립일*",-,-
(주)사람인에이치에스,2 ~ 6년 · 정규직,면접 후 결정,"서울 구로구 디지털로34길 43, 6층 601호",로봇제어,"중견기업, 외부감사법인, 주식회사업종임시 및 일용 인력 공급업",1300,270억
㈜벤처피플,경력 1년↑ · 정규직,면접 후 결정,"서울 강남구 테헤란로87길 36, 23층",로봇제어,"중소기업, 주식회사업종경영 컨설팅업",11,-
(주)모건앤뱅스컨설팅,신입 · 경력 · 정규직,면접 후 결정,"서울 강남구 영동대로 511, 30층 3022호",로봇제어,"중소기업, 주식회사설립일*",-,-
(주)브이비젼,경력 5년↑ · 정규직,면접 후 결정,"서울 송파구 위례성대로20길 31, 4층",로봇제어,중소기업업종경영 컨설팅업설립일*,-,-
(주)사람인에이치에스,경력무관 · 정규직,면접 후 결정,"서울 구로구 디지털로34길 43, 6층 601호",로봇제어,"중견기업, 외부감사법인, 주식회사업종임시 및 일용 인력 공급업",1300,270억
(주)바인컨설팅,3 ~ 10년 · 정규직,면접 후 결정,"서울 강남구 논현로159길 20, 2층",로봇제어,"중소기업, 주식회사업종경영 컨설팅업",35,30억
에이치알포유(주),경력 2년↑ · 정규직,면접 후 결정,울산 울주군 온산읍 처용산업로 6,로봇제어,"중견기업, 외국 법인기업, 외부감사법인,..업종그 외 자동차용 신품 부품 제조업",450,-
프로페셔날핸즈인핸즈코리아(주),4 ~ 10년 · 정규직,면접 후 결정,"서울 강남구 봉은사로84길 9, 2층",로봇제어,"중소기업, 주식회사업종경영 컨설팅업",15,-
프로페셔날핸즈인핸즈코리아(주),5 ~ 10년 · 정규직,면접 후 결정,"서울 강남구 봉은사로84길 9, 2층",로봇제어,"중소기업, 주식회사업종경영 컨설팅업",15,-
(주)지에스이,경력 5년↑ · 계약직,"4,000 만원",인천 미추홀구 염전로201번길 51-23,로봇제어,"중소기업, 주식회사업종산업용 로봇 제조업",7,-
(주)유웨이써치앤컨설팅,경력 5년↑ · 정규직,면접 후 결정,"서울 서초구 남부순환로347길 52, 2층",로봇제어,"중소기업, 주식회사업종경영 컨설팅업설립일",-,-
(주)유웨이써치앤컨설팅,경력 4년↑ · 정규직,면접 후 결정,"서울 서초구 남부순환로347길 52, 2층",로봇제어,"중소기업, 주식회사업종경영 컨설팅업설립일",-,-
엠에스코리아,경력무관 · 정규직,"연봉 4,500 만원 (주 40시간)근무형태상세보기상세근무 시간 주 40시간 기준 최저임금은 24,728,880원 입니다. (단, 이는 연장,야간,휴일 수당이 제외된 금액일 수 있습니다.)최저임금 설명 닫기",인천 계양구 계산새로 71 하이베라스,로봇제어,-,-,-
(주)메이븐앤컴퍼니,경력 3년↑ · 정규직,면접 후 결정,"서울 영등포구 선유로13길 25, 709호",로봇제어,"중소기업, 주식회사업종경영 컨설팅업",30,-
굿커리어,신입 · 경력 · 정규직,면접 후 결정,서울 강남구 봉은사로 121,로봇제어,중소기업업종경영 컨설팅업홈페이지,-,-
쓰리핸즈(3Handz),8 ~ 12년 · 정규직,면접 후 결정,서울 서초구 바우뫼로 222 영진빌딩,로봇제어,-,-,-
쓰리핸즈(3Handz),3 ~ 5년 · 정규직,면접 후 결정,서울 서초구 바우뫼로 222 영진빌딩,로봇제어,-,-,-
쓰리핸즈(3Handz),5 ~ 10년 · 정규직,면접 후 결정,서울 서초구 바우뫼로 222 영진빌딩,로봇제어,-,-,-
(주)비에이블컨설팅그룹,경력 4년↑ · 정규직,면접 후 결정,"서울 금천구 가산디지털2로 165, 1501호",로봇제어,"중소기업, 주식회사업종경영 컨설팅업설립일",-,-
골든비네트워크(주),경력(년수무관) · 정규직,면접 후 결정,"서울 서초구 신반포로 326-10, 305호",로봇제어,"중소기업, 주식회사업종고용 알선업설립일",-,-
골든비네트워크(주),경력(년수무관) · 정규직,면접 후 결정,"서울 서초구 신반포로 326-10, 305호",로봇제어,"중소기업, 주식회사업종고용 알선업설립일",-,-
주식회사 미래기연,경력 3년↑ · 정규직,"3,600 만원",경기 시흥시 마유로 12,로봇제어,"중소기업, 스타트업, 주식회사, 병역특례..업종금속 주조 및 기타 야금용 기계 제조업",8,-
반석써치(주),7 ~ 15년 · 정규직,면접 후 결정,"서울 강남구 테헤란로64길 16-8, 4층 (대치동,금척빌딩)",로봇제어,중소기업업종상품 종합 도매업설립일,-,-
(주)솔찬컴퍼니,경력 5년↑ · 정규직,면접 후 결정,"경기 수원시 영통구 법조로 25, A동 3505호",로봇제어,"중소기업, 주식회사업종경영 컨설팅업설립일",-,-
(주)솔찬컴퍼니,3 ~ 7년 · 정규직,면접 후 결정,"경기 수원시 영통구 법조로 25, A동 3505호",로봇제어,"중소기업, 주식회사업종경영 컨설팅업설립일",-,-
(주)솔찬컴퍼니,경력 3년↑ · 정규직,면접 후 결정,"경기 수원시 영통구 법조로 25, A동 3505호",로봇제어,"중소기업, 주식회사업종경영 컨설팅업설립일",-,-
(주)솔찬컴퍼니,경력 3년↑ · 정규직,면접 후 결정,"경기 수원시 영통구 법조로 25, A동 3505호",로봇제어,"중소기업, 주식회사업종경영 컨설팅업설립일",-,-
일취,경력무관 · 정규직,"연봉 4,000 만원 (주 40시간)근무형태상세보기상세근무 시간 주 40시간 기준 최저임금은 24,728,880원 입니다. (단, 이는 연장,야간,휴일 수당이 제외된 금액일 수 있습니다.)최저임금 설명 닫기",서울 마포구 홍익로 13-5,로봇제어,중소기업업종시설관리·경비·용역설립일,-,-
일취,경력무관 · 정규직,"연봉 4,000 만원 (주 40시간)근무형태상세보기상세근무 시간 주 40시간 기준 최저임금은 24,728,880원 입니다. (단, 이는 연장,야간,휴일 수당이 제외된 금액일 수 있습니다.)최저임금 설명 닫기",서울 마포구 홍익로 13-5,로봇제어,중소기업업종시설관리·경비·용역설립일,-,-
(주)해성티피씨,경력 5년↑ · 정규직,"4,000 만원",인천 남동구 능허대로 551,로봇제어,"코스닥, 외부감사법인, 수출입 기업업종기어 및 동력전달장치 제조업",48,-
(주)다진기업,경력무관 · 정규직,"3,500 만원",경기 안산시 상록구 안산벌말길 10-4,로봇제어,"중소기업, 수출입 기업업종기타 가공 공작기계 제조업",11,-
(주）우정테크,경력 3년↑ · 정규직,"3,000만원 (면접 후 협의)",경기 부천시 신흥로511번길 61,로봇제어,"중소기업, 스타트업, 주식회사, 연구소, ..업종기기용 자동측정 및 제어장치 제조업",31,-
(주)정도,경력무관 · 정규직,면접 후 결정,"서울 송파구 도곡로 454 (잠실동,정도빌딩)",로봇제어,"중소기업, 외부감사법인, 주식회사업종배관 및 냉ㆍ난방 공사업",100,-
